timestamp,price
2025-09-21T20:55:20.972121+00:00,115370.11
2025-09-21T20:55:23.228634+00:00,115370.10
2025-09-21T20:55:25.481981+00:00,115370.10
2025-09-21T20:55:27.747812+00:00,115370.11
2025-09-21T20:55:30.031930+00:00,115370.11
2025-09-21T20:55:32.290234+00:00,115370.11
2025-09-21T20:55:34.548238+00:00,115370.10
2025-09-21T20:55:36.813875+00:00,115370.10
2025-09-21T20:55:39.077511+00:00,115370.10
2025-09-21T20:55:41.355568+00:00,115370.11
2025-09-21T20:55:43.623414+00:00,115370.10
2025-09-21T20:55:45.880824+00:00,115370.11
2025-09-21T20:55:48.138503+00:00,115370.10
2025-09-21T20:55:50.398636+00:00,115370.11
2025-09-21T20:55:52.656032+00:00,115370.11
2025-09-21T20:55:54.914982+00:00,115370.11
2025-09-21T20:55:57.175785+00:00,115370.10
2025-09-21T20:55:59.428789+00:00,115370.10
2025-09-21T20:56:01.706108+00:00,115370.11
2025-09-21T20:56:03.962585+00:00,115370.10
2025-09-21T20:56:06.228170+00:00,115370.11
2025-09-21T20:56:08.497788+00:00,115363.29
2025-09-21T20:56:10.762008+00:00,115363.28
2025-09-21T20:56:13.025242+00:00,115360.71
2025-09-21T20:56:15.285115+00:00,115360.71
2025-09-21T20:56:17.971668+00:00,115360.71
2025-09-21T20:56:20.236528+00:00,115360.71
2025-09-21T20:56:22.521632+00:00,115360.71
2025-09-21T20:56:24.784491+00:00,115360.71
2025-09-21T20:56:27.107778+00:00,115360.70
2025-09-21T20:56:29.374607+00:00,115360.70
2025-09-21T20:56:31.632463+00:00,115360.71
2025-09-21T20:56:33.890352+00:00,115360.70
2025-09-21T20:56:36.146653+00:00,115360.70
2025-09-21T20:56:38.403935+00:00,115360.70
2025-09-21T20:56:40.680797+00:00,115360.70
2025-09-21T20:56:42.946352+00:00,115360.70
2025-09-21T20:56:45.210279+00:00,115360.71
2025-09-21T20:56:47.472756+00:00,115360.71
2025-09-21T20:56:49.728142+00:00,115360.71
2025-09-21T20:56:51.985118+00:00,115360.70
2025-09-21T20:56:54.256252+00:00,115360.71
2025-09-21T20:56:56.521129+00:00,115360.71
2025-09-21T20:56:58.794303+00:00,115360.71
2025-09-21T20:57:01.052590+00:00,115360.70
2025-09-21T20:57:03.325450+00:00,115360.70
2025-09-21T20:57:05.579284+00:00,115360.70
2025-09-21T20:57:07.834146+00:00,115360.70
2025-09-21T20:57:10.090120+00:00,115360.70
2025-09-21T20:57:12.352489+00:00,115360.71
2025-09-21T20:57:14.606638+00:00,115360.70
2025-09-21T20:57:16.863608+00:00,115360.71
2025-09-21T20:57:19.118822+00:00,115360.70
2025-09-21T20:57:21.383181+00:00,115360.71
2025-09-21T20:57:23.646527+00:00,115360.70
2025-09-21T20:57:25.908697+00:00,115360.71
2025-09-21T20:57:28.161679+00:00,115360.71
2025-09-21T20:57:30.439360+00:00,115360.70
2025-09-21T20:57:32.702919+00:00,115360.71
2025-09-21T20:57:34.961911+00:00,115360.71
2025-09-21T20:57:37.216584+00:00,115360.70
2025-09-21T20:57:39.479561+00:00,115360.71
2025-09-21T20:57:41.747677+00:00,115360.71
2025-09-21T20:57:44.008537+00:00,115360.70
2025-09-21T20:57:46.275484+00:00,115360.70
2025-09-21T20:57:48.530793+00:00,115360.70
2025-09-21T20:57:50.789325+00:00,115360.70
2025-09-21T20:57:53.045200+00:00,115360.71
2025-09-21T20:57:55.308963+00:00,115360.71
2025-09-21T20:57:57.584804+00:00,115360.71
2025-09-21T20:57:59.849042+00:00,115360.70
2025-09-21T20:58:02.117948+00:00,115394.98
2025-09-21T20:58:04.372283+00:00,115394.97
2025-09-21T20:58:06.637573+00:00,115394.97
2025-09-21T20:58:08.888618+00:00,115394.98
2025-09-21T20:58:11.145540+00:00,115391.47
2025-09-21T20:58:13.410894+00:00,115374.74
2025-09-21T20:58:15.669794+00:00,115374.74
2025-09-21T20:58:17.931802+00:00,115374.74
2025-09-21T20:58:20.187387+00:00,115374.74
2025-09-21T20:58:22.447848+00:00,115374.73
2025-09-21T20:58:24.712198+00:00,115362.47
2025-09-21T20:58:26.981156+00:00,115362.47
2025-09-21T20:58:29.235677+00:00,115362.47
2025-09-21T20:58:31.499241+00:00,115362.47
2025-09-21T20:58:33.778977+00:00,115362.46
2025-09-21T20:58:36.043494+00:00,115362.47
2025-09-21T20:58:38.303095+00:00,115362.44
2025-09-21T20:58:40.596000+00:00,115360.71
2025-09-21T20:58:42.858873+00:00,115360.71
2025-09-21T20:58:45.114778+00:00,115360.71
2025-09-21T20:58:47.380764+00:00,115360.70
2025-09-21T20:58:49.663485+00:00,115360.71
2025-09-21T20:58:51.916581+00:00,115360.71
2025-09-21T20:58:54.189125+00:00,115360.70
2025-09-21T20:58:56.453317+00:00,115360.01
2025-09-21T21:05:54.280178+00:00,115300.01
2025-09-21T21:05:56.550981+00:00,115300.00
2025-09-21T21:05:59.245386+00:00,115300.00
2025-09-21T21:06:01.503506+00:00,115300.01
2025-09-21T21:06:03.766874+00:00,115300.00
2025-09-21T21:06:06.028353+00:00,115300.01
2025-09-21T21:06:08.281756+00:00,115300.00
2025-09-21T21:06:10.546209+00:00,115300.00
2025-09-21T21:06:12.802370+00:00,115300.00
2025-09-21T21:06:15.059703+00:00,115300.01
2025-09-21T21:06:17.329038+00:00,115300.01
2025-09-21T21:06:19.592616+00:00,115300.00
2025-09-21T21:06:21.843848+00:00,115300.00
2025-09-21T21:06:24.097994+00:00,115300.01
2025-09-21T21:06:26.384792+00:00,115300.01
2025-09-21T21:06:28.639766+00:00,115300.01
2025-09-21T21:06:30.892885+00:00,115300.00
2025-09-21T21:06:33.145598+00:00,115300.00
2025-09-21T21:06:35.409705+00:00,115300.00
2025-09-21T21:06:37.668986+00:00,115300.00
2025-09-21T21:06:39.925604+00:00,115300.00
2025-09-21T21:06:42.188474+00:00,115300.01
2025-09-21T21:06:44.440916+00:00,115300.01
2025-09-21T21:06:46.705896+00:00,115300.00
2025-09-21T21:06:48.960783+00:00,115300.00
2025-09-21T21:06:51.247862+00:00,115300.01
2025-09-21T21:06:53.502287+00:00,115300.01
2025-09-21T21:06:55.806059+00:00,115300.01
2025-09-21T21:06:58.061799+00:00,115285.34
2025-09-21T21:07:00.322846+00:00,115280.00
2025-09-21T21:07:02.578961+00:00,115280.00
2025-09-21T21:07:05.266193+00:00,115274.15
2025-09-21T21:07:07.520702+00:00,115274.16
2025-09-21T21:07:09.786539+00:00,115269.67
2025-09-21T21:07:12.057896+00:00,115269.67
2025-09-21T21:07:14.320734+00:00,115269.66
2025-09-21T21:07:16.573367+00:00,115269.67
2025-09-21T21:07:18.865622+00:00,115269.66
2025-09-21T21:07:21.120784+00:00,115260.01
2025-09-21T21:07:23.394285+00:00,115260.01
2025-09-21T21:07:25.659582+00:00,115259.36
2025-09-21T21:07:27.916287+00:00,115256.59
2025-09-21T21:07:30.174564+00:00,115256.59
2025-09-21T21:07:32.444882+00:00,115256.60
2025-09-21T21:07:34.725621+00:00,115256.59
2025-09-21T21:07:37.013268+00:00,115256.60
2025-09-21T21:07:39.266251+00:00,115256.60
2025-09-21T21:07:41.522556+00:00,115256.59
2025-09-21T21:07:43.812431+00:00,115256.59
2025-09-21T21:07:46.070421+00:00,115256.59
2025-09-21T21:07:48.330260+00:00,115256.59
2025-09-21T21:07:50.604334+00:00,115256.59
2025-09-21T21:07:52.861126+00:00,115256.60
2025-09-21T21:07:55.118388+00:00,115256.59
2025-09-21T21:07:57.386855+00:00,115256.60
2025-09-21T21:07:59.644782+00:00,115256.59
2025-09-21T21:08:01.930277+00:00,115256.59
2025-09-21T21:08:04.192844+00:00,115256.60
2025-09-21T21:08:06.452409+00:00,115256.60
2025-09-21T21:08:08.728868+00:00,115256.60
2025-09-21T21:08:10.982011+00:00,115256.59
2025-09-21T21:08:13.232464+00:00,115256.59
2025-09-21T21:08:15.492725+00:00,115256.60
2025-09-21T21:08:17.750623+00:00,115256.60
2025-09-21T21:08:20.011314+00:00,115256.60
2025-09-21T21:08:22.262612+00:00,115256.60
2025-09-21T21:08:24.523409+00:00,115256.60
2025-09-21T21:08:26.801038+00:00,115256.60
2025-09-21T21:08:29.054214+00:00,115256.60
2025-09-21T21:08:31.310995+00:00,115256.60
2025-09-21T21:08:33.577129+00:00,115256.59
2025-09-21T21:08:35.831531+00:00,115256.59
2025-09-21T21:08:38.103828+00:00,115256.59
2025-09-21T21:08:40.354000+00:00,115256.59
2025-09-21T21:08:42.615244+00:00,115256.60
2025-09-21T21:08:44.877004+00:00,115256.59
2025-09-21T21:08:47.144831+00:00,115256.60
2025-09-21T21:08:49.404717+00:00,115256.60
2025-09-21T21:08:51.655420+00:00,115256.59
2025-09-21T21:08:53.921004+00:00,115256.59
2025-09-21T21:08:56.185641+00:00,115256.59
2025-09-21T21:08:58.448293+00:00,115256.60
2025-09-21T21:09:00.727012+00:00,115256.59
2025-09-21T21:09:02.976627+00:00,115256.60
2025-09-21T21:09:05.249204+00:00,115274.16
2025-09-21T21:09:07.511499+00:00,115274.16
2025-09-21T21:09:09.775856+00:00,115274.16
2025-09-21T21:09:12.048104+00:00,115279.31
2025-09-21T21:09:14.312759+00:00,115279.31
2025-09-21T21:09:16.612381+00:00,115279.31
2025-09-21T21:09:18.878670+00:00,115279.31
2025-09-21T21:09:21.136575+00:00,115279.32
2025-09-21T21:09:23.392122+00:00,115279.31
2025-09-21T21:09:25.654312+00:00,115279.32
2025-09-21T21:09:27.918307+00:00,115279.31
2025-09-21T21:09:30.169881+00:00,115279.32
2025-09-21T21:09:32.434509+00:00,115279.32
2025-09-21T21:09:34.694512+00:00,115279.32
2025-09-21T21:09:36.954987+00:00,115279.32
2025-09-21T21:09:39.202628+00:00,115279.32
2025-09-21T21:09:41.454835+00:00,115279.31
2025-09-21T21:09:43.707890+00:00,115279.31
2025-09-21T21:09:45.960392+00:00,115279.31
2025-09-21T21:09:48.224633+00:00,115279.31
2025-09-21T21:09:50.512139+00:00,115279.31
2025-09-21T21:09:52.779962+00:00,115279.32
2025-09-21T21:09:55.036592+00:00,115279.31
2025-09-21T21:09:57.317664+00:00,115279.31
2025-09-21T21:09:59.577420+00:00,115279.32
2025-09-21T21:10:01.840545+00:00,115279.32
2025-09-21T21:10:04.103566+00:00,115279.31
2025-09-21T21:10:06.364588+00:00,115279.31
2025-09-21T21:10:08.627916+00:00,115279.32
2025-09-21T21:10:10.888516+00:00,115279.32
2025-09-21T21:10:13.145167+00:00,115279.31
2025-09-21T21:10:15.393664+00:00,115279.31
2025-09-21T21:10:17.650958+00:00,115279.32
2025-09-21T21:10:19.910277+00:00,115279.32
2025-09-21T21:10:22.174497+00:00,115279.31
2025-09-21T21:10:24.440931+00:00,115279.32
2025-09-21T21:10:26.705695+00:00,115279.32
2025-09-21T21:10:28.967723+00:00,115279.32
2025-09-21T21:10:31.224227+00:00,115279.32
2025-09-21T21:10:33.487785+00:00,115279.32
2025-09-21T21:10:35.754588+00:00,115279.31
2025-09-21T21:10:38.050607+00:00,115279.32
2025-09-21T21:10:40.314838+00:00,115279.32
2025-09-21T21:10:42.572974+00:00,115279.32
2025-09-21T21:10:44.852188+00:00,115279.32
2025-09-21T21:10:47.115545+00:00,115279.32
2025-09-21T21:10:49.374640+00:00,115279.31
2025-09-21T21:10:51.641626+00:00,115279.32
2025-09-21T21:10:53.892664+00:00,115279.32
2025-09-21T21:10:56.163425+00:00,115279.31
2025-09-21T21:10:58.450518+00:00,115279.31
2025-09-21T21:11:00.737695+00:00,115279.31
2025-09-21T21:11:03.003847+00:00,115279.31
2025-09-21T21:11:05.272379+00:00,115279.31
2025-09-21T21:11:07.526313+00:00,115279.31
2025-09-21T21:11:09.788408+00:00,115279.31
2025-09-21T21:11:12.049473+00:00,115279.32
2025-09-21T21:11:14.306909+00:00,115279.32
2025-09-21T21:11:16.565952+00:00,115279.31
2025-09-21T21:11:18.815836+00:00,115279.31
2025-09-21T21:11:21.079807+00:00,115279.31
2025-09-21T21:11:23.336683+00:00,115279.31
2025-09-21T21:11:25.598088+00:00,115279.32
2025-09-21T21:11:27.848644+00:00,115279.32
2025-09-21T21:11:30.111647+00:00,115279.31
2025-09-21T21:11:32.373244+00:00,115279.32
2025-09-21T21:11:34.633416+00:00,115279.31
2025-09-21T21:11:36.893304+00:00,115279.31
2025-09-21T21:11:39.154715+00:00,115279.31
2025-09-21T21:11:41.419556+00:00,115279.32
2025-09-21T21:11:43.704237+00:00,115279.32
2025-09-21T21:11:45.957879+00:00,115279.32
2025-09-21T21:11:48.218437+00:00,115279.32
2025-09-21T21:11:50.487136+00:00,115279.31
2025-09-21T21:11:52.749796+00:00,115279.32
2025-09-21T21:11:55.011928+00:00,115279.32
2025-09-21T21:11:57.269484+00:00,115279.31
2025-09-21T21:11:59.558198+00:00,115279.31
2025-09-21T21:12:01.816893+00:00,115279.32
2025-09-21T21:12:04.090010+00:00,115279.31
2025-09-21T21:12:06.351674+00:00,115279.31
2025-09-21T21:12:08.640046+00:00,115279.32
2025-09-21T21:12:10.899972+00:00,115279.31
2025-09-21T21:12:13.155039+00:00,115279.32
2025-09-21T21:12:15.439089+00:00,115279.31
2025-09-21T21:12:17.689589+00:00,115279.31
2025-09-21T21:12:19.945556+00:00,115279.31
2025-09-21T21:12:22.220238+00:00,115279.32
2025-09-21T21:12:24.474071+00:00,115279.32
2025-09-21T21:12:26.739010+00:00,115279.32
2025-09-21T21:12:29.009049+00:00,115279.32
2025-09-21T21:12:31.266541+00:00,115279.32
2025-09-21T21:12:33.522124+00:00,115279.31
2025-09-21T21:12:35.774734+00:00,115279.31
2025-09-21T21:12:38.037211+00:00,115279.31
2025-09-21T21:12:40.320806+00:00,115279.32
2025-09-21T21:12:42.571773+00:00,115279.32
2025-09-21T21:12:44.834465+00:00,115279.31
2025-09-21T21:12:47.085283+00:00,115279.32
2025-09-21T21:12:49.349019+00:00,115279.32
2025-09-21T21:12:51.600469+00:00,115279.31
2025-09-21T21:12:53.852396+00:00,115279.32
2025-09-21T21:12:56.115565+00:00,115279.31
2025-09-21T21:12:58.378840+00:00,115279.31
2025-09-21T21:13:00.657403+00:00,115279.32
2025-09-21T21:13:02.926226+00:00,115279.32
2025-09-21T21:13:05.186335+00:00,115279.31
2025-09-21T21:13:07.440840+00:00,115279.32
2025-09-21T21:13:09.690261+00:00,115279.31
2025-09-21T21:13:11.958918+00:00,115279.31
2025-09-21T21:13:14.211034+00:00,115279.32
2025-09-21T21:13:16.469754+00:00,115279.32
2025-09-21T21:13:18.726582+00:00,115279.32
2025-09-21T21:13:20.984623+00:00,115279.32
2025-09-21T21:13:23.251594+00:00,115279.31
2025-09-21T21:13:25.507143+00:00,115279.32
2025-09-21T21:13:28.196998+00:00,115279.32
2025-09-21T21:13:30.458863+00:00,115279.32
2025-09-21T21:13:32.724004+00:00,115279.32
2025-09-21T21:13:34.985147+00:00,115279.32
2025-09-21T21:13:37.239668+00:00,115279.31
2025-09-21T21:13:39.509774+00:00,115279.31
2025-09-21T21:13:41.765010+00:00,115279.32
2025-09-21T21:13:44.031029+00:00,115279.32
2025-09-21T21:13:46.295796+00:00,115279.31
2025-09-21T21:13:48.562726+00:00,115279.31
2025-09-21T21:13:50.831028+00:00,115279.32
2025-09-21T21:13:53.116343+00:00,115279.32
2025-09-21T21:13:55.367501+00:00,115279.32
2025-09-21T21:13:57.614193+00:00,115279.31
2025-09-21T21:13:59.888825+00:00,115279.32
2025-09-21T21:14:02.168905+00:00,115279.31
2025-09-21T21:14:04.422189+00:00,115283.30
2025-09-21T21:14:06.678257+00:00,115297.34
2025-09-21T21:14:08.942205+00:00,115302.83
2025-09-21T21:14:11.197169+00:00,115313.71
2025-09-21T21:14:13.460267+00:00,115313.70
2025-09-21T21:14:15.714839+00:00,115313.70
2025-09-21T21:14:17.975356+00:00,115313.70
2025-09-21T21:14:20.235371+00:00,115313.71
2025-09-21T21:14:22.506798+00:00,115313.71
2025-09-21T21:14:24.769928+00:00,115313.71
2025-09-21T21:14:27.050810+00:00,115313.71
2025-09-21T21:14:29.303282+00:00,115313.70
2025-09-21T21:14:31.565659+00:00,115313.71
2025-09-21T21:14:33.827241+00:00,115313.71
2025-09-21T21:14:36.091100+00:00,115313.71
2025-09-21T21:14:38.357688+00:00,115313.70
2025-09-21T21:14:40.624279+00:00,115313.70
2025-09-21T21:14:42.899966+00:00,115313.71
2025-09-21T21:14:45.151589+00:00,115313.71
2025-09-21T21:14:47.416199+00:00,115313.71
2025-09-21T21:14:49.675117+00:00,115313.70
2025-09-21T21:14:51.928605+00:00,115313.70
2025-09-21T21:14:54.181615+00:00,115313.70
2025-09-21T21:14:56.435655+00:00,115313.71
2025-09-21T21:14:58.709385+00:00,115313.71
2025-09-21T21:15:00.967006+00:00,115313.71
2025-09-21T21:15:03.250889+00:00,115313.71
2025-09-21T21:15:05.529725+00:00,115313.70
2025-09-21T21:15:07.815690+00:00,115313.71
2025-09-21T21:15:10.071395+00:00,115313.70
2025-09-21T21:15:12.324205+00:00,115313.71
2025-09-21T21:15:14.586883+00:00,115317.10
2025-09-21T21:15:16.840093+00:00,115330.19
2025-09-21T21:15:19.102530+00:00,115330.19
2025-09-21T21:15:21.387502+00:00,115330.19
2025-09-21T21:15:23.668941+00:00,115330.18
2025-09-21T21:15:25.919630+00:00,115330.19
2025-09-21T21:15:28.172110+00:00,115330.19
2025-09-21T21:15:30.431585+00:00,115330.18
2025-09-21T21:15:32.687252+00:00,115330.18
2025-09-21T21:15:34.942214+00:00,115313.70
2025-09-21T21:15:37.195741+00:00,115313.70
2025-09-21T21:15:39.458371+00:00,115313.71
2025-09-21T21:15:41.709104+00:00,115313.71
2025-09-21T21:15:43.969194+00:00,115313.70
2025-09-21T21:15:46.231872+00:00,115313.71
2025-09-21T21:15:48.483211+00:00,115313.70
2025-09-21T21:15:50.749609+00:00,115313.71
2025-09-21T21:15:52.999132+00:00,115313.70
2025-09-21T21:15:55.262197+00:00,115313.71
